frame,time_sec,player_id,x,y,confidence,keypoints,court_region,court_side
0,0.0,1,1476.5,668.5,0.9114891886711121,"[[0.0, 0.0, 0.0]]",Middle,Right
0,0.0,2,373.0,666.0,0.9045454263687134,"[[0.0, 0.0, 0.0]]",Middle,Left
1,0.03333333333333333,1,1473.0132,668.0753,0.9143207669258118,"[[0.0, 0.0, 0.0]]",Middle,Right
1,0.03333333333333333,2,369.9388,665.54736,0.9038891196250916,"[[0.0, 0.0, 0.0]]",Middle,Left
2,0.06666666666666667,1,1472.0269,666.8355,0.9126308560371399,"[[0.0, 0.0, 0.0]]",Middle,Right
2,0.06666666666666667,2,365.14752,665.0863,0.892717719078064,"[[0.0, 0.0, 0.0]]",Middle,Left
3,0.1,1,1471.8005,666.4348,0.9125450849533081,"[[0.0, 0.0, 0.0]]",Middle,Right
3,0.1,2,363.70013,664.9743,0.892622172832489,"[[0.0, 0.0, 0.0]]",Middle,Left
4,0.13333333333333333,1,1469.1846,665.2506,0.9191218018531799,"[[0.0, 0.0, 0.0]]",Middle,Right
4,0.13333333333333333,2,359.70337,664.1963,0.8827290534973145,"[[0.0, 0.0, 0.0]]",Middle,Left
5,0.16666666666666666,1,1463.6982,663.458,0.9113714098930359,"[[0.0, 0.0, 0.0]]",Middle,Right
5,0.16666666666666666,2,352.8,662.526,0.8999417424201965,"[[0.0, 0.0, 0.0]]",Middle,Left
6,0.2,1,1457.9614,661.815,0.9123182892799377,"[[0.0, 0.0, 0.0]]",Middle,Right
6,0.2,2,347.3713,662.68054,0.907969057559967,"[[0.0, 0.0, 0.0]]",Middle,Left
7,0.23333333333333334,1,1451.1921,659.8994,0.906359851360321,"[[0.0, 0.0, 0.0]]",Middle,Right
7,0.23333333333333334,2,343.82214,662.0753,0.9078308939933777,"[[0.0, 0.0, 0.0]]",Middle,Left
8,0.26666666666666666,1,1446.8464,658.56775,0.9093931317329407,"[[0.0, 0.0, 0.0]]",Middle,Right
8,0.26666666666666666,2,340.3207,662.2158,0.9073672294616699,"[[0.0, 0.0, 0.0]]",Middle,Left
9,0.3,1,1445.4629,658.099,0.9093576669692993,"[[0.0, 0.0, 0.0]]",Middle,Right
9,0.3,2,339.27643,662.27734,0.9072797894477844,"[[0.0, 0.0, 0.0]]",Middle,Left
10,0.3333333333333333,1,1442.376,657.6702,0.9071712493896484,"[[0.0, 0.0, 0.0]]",Middle,Right
10,0.3333333333333333,2,336.25928,661.9918,0.9146478772163391,"[[0.0, 0.0, 0.0]]",Middle,Left
11,0.36666666666666664,1,1439.6989,656.88696,0.901711642742157,"[[0.0, 0.0, 0.0]]",Middle,Right
11,0.36666666666666664,2,332.95688,660.19995,0.9056437611579895,"[[0.0, 0.0, 0.0]]",Middle,Left
12,0.4,1,1436.4856,655.96387,0.9063451886177063,"[[0.0, 0.0, 0.0]]",Middle,Right
12,0.4,2,329.88336,656.85394,0.8968103528022766,"[[0.0, 0.0, 0.0]]",Middle,Left
13,0.43333333333333335,1,1433.7506,655.9754,0.9035961627960205,"[[0.0, 0.0, 0.0]]",Middle,Right
13,0.43333333333333335,2,328.6015,650.94666,0.8991386890411377,"[[0.0, 0.0, 0.0]]",Middle,Left
14,0.4666666666666667,1,1430.8518,657.0139,0.9064021706581116,"[[0.0, 0.0, 0.0]]",Middle,Right
14,0.4666666666666667,2,330.61334,647.43353,0.901446521282196,"[[0.0, 0.0, 0.0]]",Middle,Left
15,0.5,1,1429.9061,657.4287,0.9063770174980164,"[[0.0, 0.0, 0.0]]",Middle,Right
15,0.5,2,331.46277,646.24066,0.9015626907348633,"[[0.0, 0.0, 0.0]]",Middle,Left
16,0.5333333333333333,1,1427.303,658.9341,0.9055191278457642,"[[0.0, 0.0, 0.0]]",Middle,Right
16,0.5333333333333333,2,332.19995,644.78186,0.9026464819908142,"[[0.0, 0.0, 0.0]]",Middle,Left
17,0.5666666666666667,1,1424.4563,660.847,0.9088121652603149,"[[0.0, 0.0, 0.0]]",Middle,Right
17,0.5666666666666667,2,333.20447,645.0107,0.8986766934394836,"[[0.0, 0.0, 0.0]]",Middle,Left
18,0.6,1,1419.2428,661.2612,0.9107212424278259,"[[0.0, 0.0, 0.0]]",Middle,Right
18,0.6,2,333.9703,645.1659,0.8914579749107361,"[[0.0, 0.0, 0.0]]",Middle,Left
19,0.6333333333333333,1,1411.4827,662.07446,0.9072986841201782,"[[0.0, 0.0, 0.0]]",Middle,Right
19,0.6333333333333333,2,335.2926,642.6537,0.8897649645805359,"[[0.0, 0.0, 0.0]]",Middle,Left
20,0.6666666666666666,1,1402.7036,663.0405,0.9020187258720398,"[[0.0, 0.0, 0.0]]",Middle,Right
20,0.6666666666666666,2,334.53458,633.1741,0.8800184726715088,"[[0.0, 0.0, 0.0]]",Middle,Left
21,0.7,1,1399.5408,663.4015,0.9021515846252441,"[[0.0, 0.0, 0.0]]",Middle,Right
21,0.7,2,334.25763,629.9993,0.8802866339683533,"[[0.0, 0.0, 0.0]]",Middle,Left
22,0.7333333333333333,1,1391.2144,664.19946,0.8992077112197876,"[[0.0, 0.0, 0.0]]",Middle,Right
22,0.7333333333333333,2,333.19278,622.6387,0.878162682056427,"[[0.0, 0.0, 0.0]]",Middle,Left
23,0.7666666666666667,1,1383.5676,665.7994,0.900007963180542,"[[0.0, 0.0, 0.0]]",Middle,Right
23,0.7666666666666667,2,332.18906,616.6593,0.8878538012504578,"[[0.0, 0.0, 0.0]]",Middle,Left
24,0.8,1,1377.2454,667.37366,0.9064453840255737,"[[0.0, 0.0, 0.0]]",Middle,Right
24,0.8,2,329.23532,613.16724,0.9002439379692078,"[[0.0, 0.0, 0.0]]",Middle,Left
25,0.8333333333333334,1,1371.4172,668.62213,0.9034547209739685,"[[0.0, 0.0, 0.0]]",Middle,Right
25,0.8333333333333334,2,329.72626,611.94495,0.8949598073959351,"[[0.0, 0.0, 0.0]]",Middle,Left
26,0.8666666666666667,1,1365.4343,667.416,0.9046099185943604,"[[0.0, 0.0, 0.0]]",Middle,Right
26,0.8666666666666667,2,329.9623,611.5828,0.8848093748092651,"[[0.0, 0.0, 0.0]]",Middle,Left
27,0.9,1,1363.4075,666.9571,0.9048921465873718,"[[0.0, 0.0, 0.0]]",Middle,Right
27,0.9,2,330.04962,611.5571,0.8854849338531494,"[[0.0, 0.0, 0.0]]",Middle,Left
28,0.9333333333333333,1,1359.5012,665.0995,0.9125433564186096,"[[0.0, 0.0, 0.0]]",Middle,Right
28,0.9333333333333333,2,330.47183,611.30426,0.8805658221244812,"[[0.0, 0.0, 0.0]]",Middle,Left
29,0.9666666666666667,1,1353.9137,664.0566,0.9164223074913025,"[[0.0, 0.0, 0.0]]",Middle,Right
29,0.9666666666666667,2,331.6389,611.63196,0.8844517469406128,"[[0.0, 0.0, 0.0]]",Middle,Left
30,1.0,1,1349.678,663.992,0.9096741080284119,"[[0.0, 0.0, 0.0]]",Middle,Right
30,1.0,2,331.45657,611.5043,0.8829405307769775,"[[0.0, 0.0, 0.0]]",Middle,Left
31,1.0333333333333334,1,1343.9766,663.9644,0.900975227355957,"[[0.0, 0.0, 0.0]]",Middle,Right
31,1.0333333333333334,2,331.73346,611.5325,0.8851190805435181,"[[0.0, 0.0, 0.0]]",Middle,Left
32,1.0666666666666667,1,1339.3638,663.6292,0.9018467664718628,"[[0.0, 0.0, 0.0]]",Middle,Right
32,1.0666666666666667,2,332.18008,611.95667,0.8823601603507996,"[[0.0, 0.0, 0.0]]",Middle,Left
33,1.1,1,1337.839,663.2012,0.9016466736793518,"[[0.0, 0.0, 0.0]]",Middle,Right
33,1.1,2,332.29575,612.18585,0.8822089433670044,"[[0.0, 0.0, 0.0]]",Middle,Left
34,1.1333333333333333,1,1336.1091,663.6715,0.8993822336196899,"[[0.0, 0.0, 0.0]]",Middle,Right
34,1.1333333333333333,2,332.41638,612.6615,0.8807752132415771,"[[0.0, 0.0, 0.0]]",Middle,Left
35,1.1666666666666667,1,1333.9454,664.2059,0.8994343876838684,"[[0.0, 0.0, 0.0]]",Middle,Right
35,1.1666666666666667,2,332.4464,613.52325,0.8848108053207397,"[[0.0, 0.0, 0.0]]",Middle,Left
36,1.2,1,1331.2969,665.0575,0.898926317691803,"[[0.0, 0.0, 0.0]]",Middle,Right
36,1.2,2,332.46713,614.2175,0.8903651237487793,"[[0.0, 0.0, 0.0]]",Middle,Left
37,1.2333333333333334,1,1329.1458,666.0351,0.8885936737060547,"[[0.0, 0.0, 0.0]]",Middle,Right
